;post_time;user;gender;followers;awards;day_difference;video;likes;comments;carousel;post_images;length_caption;number_hashtags;publication_weekday;IM_performance
16824;2023-10-15_21-13-56_UTC;user149;M;48890;1;113;0;615;9;1;4;452;1;Sunday;Backstage
16825;2023-10-16_12-49-32_UTC;user149;M;48890;1;112;0;120;1;0;1;661;1;Monday;Frontstage
16826;2023-10-16_13-46-07_UTC;user149;M;48890;1;112;0;332;8;1;6;928;3;Monday;Frontstage
16827;2023-10-16_19-50-21_UTC;user149;M;48890;1;112;0;103;4;0;1;408;0;Monday;Offstage
16828;2023-10-16_22-41-48_UTC;user149;M;48890;1;112;1;626;5;0;1;53;0;Monday;Frontstage
16829;2023-10-17_21-43-38_UTC;user149;M;48890;1;111;1;794;12;0;1;673;1;Tuesday;Frontstage
16830;2023-10-18_03-20-53_UTC;user149;M;48890;1;110;0;486;10;1;3;941;0;Wednesday;Backstage
16831;2023-10-19_02-12-34_UTC;user149;M;48890;1;109;0;288;4;0;1;519;1;Thursday;Backstage
16832;2023-10-19_03-47-17_UTC;user149;M;48890;1;109;1;492;13;0;1;204;2;Thursday;Backstage
16833;2023-10-19_20-28-56_UTC;user149;M;48890;1;109;1;265;7;0;1;186;1;Thursday;Backstage
16834;2023-10-20_02-47-07_UTC;user149;M;48890;1;108;0;206;1;0;1;176;3;Friday;Frontstage
16835;2023-10-20_03-01-44_UTC;user149;M;48890;1;108;0;239;6;1;3;299;1;Friday;Backstage
16836;2023-10-20_03-03-36_UTC;user149;M;48890;1;108;1;145;1;0;1;97;2;Friday;Backstage
16837;2023-10-20_06-13-36_UTC;user149;M;48890;1;108;1;117;0;0;1;163;2;Friday;Backstage
16838;2023-10-20_06-20-28_UTC;user149;M;48890;1;108;0;174;5;1;10;92;2;Friday;Backstage
16839;2023-10-20_11-15-51_UTC;user149;M;48890;1;108;0;354;8;1;10;251;1;Friday;Backstage
16840;2023-10-20_21-52-46_UTC;user149;M;48890;1;108;1;669;16;0;1;319;1;Friday;Backstage
16841;2023-10-21_03-08-25_UTC;user149;M;48890;1;107;0;292;3;0;1;77;1;Saturday;Backstage
16842;2023-10-21_16-28-30_UTC;user149;M;48890;1;107;1;393;67;0;1;579;5;Saturday;Backstage
16843;2023-10-21_18-28-01_UTC;user149;M;48890;1;107;0;248;5;1;3;479;6;Saturday;Backstage
16844;2023-10-21_21-00-39_UTC;user149;M;48890;1;107;0;295;14;1;8;165;8;Saturday;Backstage
16845;2023-10-22_22-23-28_UTC;user149;M;48890;1;106;0;656;10;1;7;599;1;Sunday;Backstage
16846;2023-10-22_23-18-20_UTC;user149;M;48890;1;106;1;190;0;0;1;108;1;Sunday;Backstage
16847;2023-10-24_06-05-40_UTC;user149;M;48890;1;104;1;185;3;0;1;208;1;Tuesday;Frontstage
16848;2023-10-24_21-18-01_UTC;user149;M;48890;1;104;1;158;1;0;1;43;1;Tuesday;Backstage
16849;2023-10-24_22-01-34_UTC;user149;M;48890;1;104;0;575;54;0;1;85;0;Tuesday;Offstage
16850;2023-10-25_00-09-12_UTC;user149;M;48890;1;103;0;144;7;0;1;237;1;Wednesday;Offstage
16851;2023-10-25_19-14-33_UTC;user149;M;48890;1;103;0;170;2;1;8;176;1;Wednesday;Backstage
16852;2023-10-25_21-52-10_UTC;user149;M;48890;1;103;0;255;3;1;6;366;1;Wednesday;Backstage
16853;2023-10-26_21-40-26_UTC;user149;M;48890;1;102;0;1075;3;1;3;488;1;Thursday;Backstage
16854;2023-10-26_23-48-40_UTC;user149;M;48890;1;102;0;158;3;1;5;153;1;Thursday;Backstage
16855;2023-10-27_19-26-50_UTC;user149;M;48890;1;101;0;288;7;1;5;228;1;Friday;Backstage
16856;2023-10-27_19-57-43_UTC;user149;M;48890;1;101;0;111;0;1;5;148;1;Friday;Backstage
16857;2023-10-28_02-06-22_UTC;user149;M;48890;1;100;0;137;6;0;1;165;1;Saturday;Backstage
16858;2023-10-28_21-03-37_UTC;user149;M;48890;1;100;0;465;10;0;1;1154;1;Saturday;Backstage
16859;2023-10-28_22-00-20_UTC;user149;M;48890;1;100;0;121;1;0;1;33;1;Saturday;Backstage
16860;2023-10-29_05-37-08_UTC;user149;M;48890;1;99;1;411;7;0;1;181;1;Sunday;Backstage
16861;2023-10-29_22-00-22_UTC;user149;M;48890;1;99;0;77;0;0;1;483;1;Sunday;Offstage
16862;2023-10-30_04-42-17_UTC;user149;M;48890;1;98;1;173;1;0;1;82;1;Monday;Backstage
16863;2023-10-30_22-00-33_UTC;user149;M;48890;1;98;0;103;4;0;1;1440;0;Monday;Offstage
16864;2023-10-31_07-48-04_UTC;user149;M;48890;1;97;0;400;0;1;2;2029;20;Tuesday;Offstage
16865;2023-11-01_00-04-07_UTC;user149;M;48890;1;96;0;283;6;0;1;223;1;Wednesday;Backstage
16866;2023-11-02_01-06-46_UTC;user149;M;48890;1;95;0;193;10;1;4;122;0;Thursday;Offstage
16867;2023-11-02_01-48-33_UTC;user149;M;48890;1;95;0;155;1;0;1;690;0;Thursday;Frontstage
16868;2023-11-03_03-26-44_UTC;user149;M;48890;1;94;0;86;2;1;3;117;0;Friday;Frontstage
16869;2023-11-03_21-51-27_UTC;user149;M;48890;1;94;0;772;5;0;1;75;1;Friday;Backstage
16870;2023-11-04_00-04-58_UTC;user149;M;48890;1;93;0;151;0;0;1;116;1;Saturday;Backstage
16871;2023-11-05_03-41-29_UTC;user149;M;48890;1;92;0;223;5;1;3;204;1;Sunday;Backstage
16872;2023-11-05_23-14-44_UTC;user149;M;48890;1;92;1;147;1;0;1;79;1;Sunday;Backstage
16873;2023-11-06_04-00-49_UTC;user149;M;48890;1;91;0;383;8;1;8;49;1;Monday;Backstage
16874;2023-11-06_06-16-29_UTC;user149;M;48890;1;91;0;121;1;0;1;207;0;Monday;Offstage
16875;2023-11-06_19-58-41_UTC;user149;M;48890;1;91;1;118;3;0;1;433;0;Monday;Frontstage
16876;2023-11-07_03-01-19_UTC;user149;M;48890;1;90;0;230;4;1;4;105;1;Tuesday;Backstage
16877;2023-11-07_04-11-16_UTC;user149;M;48890;1;90;0;582;6;1;8;158;1;Tuesday;Backstage
16878;2023-11-07_04-24-13_UTC;user149;M;48890;1;90;0;777;2;1;3;217;1;Tuesday;Backstage
16879;2023-11-08_04-04-06_UTC;user149;M;48890;1;89;0;144;0;0;1;284;2;Wednesday;Backstage
16880;2023-11-08_05-59-51_UTC;user149;M;48890;1;89;1;1908;74;1;3;1711;1;Wednesday;Backstage
16881;2023-11-09_07-19-10_UTC;user149;M;48890;1;88;0;1255;3;0;1;216;1;Thursday;Backstage
16882;2023-11-09_08-06-03_UTC;user149;M;48890;1;88;0;170;0;0;1;122;0;Thursday;Offstage
16883;2023-11-09_19-50-18_UTC;user149;M;48890;1;88;0;313;5;0;1;51;0;Thursday;Offstage
16884;2023-11-09_22-00-38_UTC;user149;M;48890;1;88;0;105;1;0;1;1438;1;Thursday;Frontstage
16885;2023-11-10_02-15-14_UTC;user149;M;48890;1;87;0;297;0;0;1;100;1;Friday;Backstage
16886;2023-11-10_07-38-08_UTC;user149;M;48890;1;87;0;171;0;0;1;111;1;Friday;Offstage
16887;2023-11-10_18-11-19_UTC;user149;M;48890;1;87;0;129;1;0;1;261;1;Friday;Backstage
16888;2023-11-10_22-00-27_UTC;user149;M;48890;1;87;0;176;2;1;9;1473;1;Friday;Frontstage
16889;2023-11-11_02-06-38_UTC;user149;M;48890;1;86;0;100;1;0;1;39;0;Saturday;Offstage
16890;2023-11-11_02-28-20_UTC;user149;M;48890;1;86;0;78;2;0;1;129;5;Saturday;Offstage
16891;2023-11-11_03-25-22_UTC;user149;M;48890;1;86;0;75;0;0;1;13;1;Saturday;Offstage
16892;2023-11-11_17-30-17_UTC;user149;M;48890;1;86;0;152;0;0;1;468;0;Saturday;Offstage
16893;2023-11-11_20-16-20_UTC;user149;M;48890;1;86;1;1847;11;0;1;147;1;Saturday;Backstage
16894;2023-11-11_22-03-09_UTC;user149;M;48890;1;86;1;563;2;0;1;1473;1;Saturday;Backstage
16895;2023-11-12_02-45-13_UTC;user149;M;48890;1;85;0;109;1;0;1;44;1;Sunday;Frontstage
16896;2023-11-12_22-03-09_UTC;user149;M;48890;1;85;1;186;0;0;1;1511;1;Sunday;Frontstage
16897;2023-11-13_04-44-45_UTC;user149;M;48890;1;84;0;197;4;0;1;120;1;Monday;Backstage
16898;2023-11-13_10-37-26_UTC;user149;M;48890;1;84;1;698;3;1;4;91;1;Monday;Frontstage
16899;2023-11-13_22-00-31_UTC;user149;M;48890;1;84;0;263;1;0;1;1473;1;Monday;Frontstage
16900;2023-11-13_23-30-32_UTC;user149;M;48890;1;84;1;1362;2;0;1;152;1;Monday;Backstage
16901;2023-11-14_11-22-07_UTC;user149;M;48890;1;83;1;26;0;0;1;69;0;Tuesday;Offstage
16902;2023-11-14_22-00-29_UTC;user149;M;48890;1;83;0;264;1;0;1;1511;1;Tuesday;Backstage
16903;2023-11-14_23-54-03_UTC;user149;M;48890;1;83;0;300;27;0;1;787;1;Tuesday;Offstage
16904;2023-11-15_05-50-55_UTC;user149;M;48890;1;82;0;2516;11;0;1;57;1;Wednesday;Frontstage
16905;2023-11-15_05-56-24_UTC;user149;M;48890;1;82;0;612;2;1;10;52;1;Wednesday;Frontstage
16906;2023-11-15_22-00-30_UTC;user149;M;48890;1;82;0;92;1;1;10;1513;1;Wednesday;Backstage
16907;2023-11-15_22-23-43_UTC;user149;M;48890;1;82;1;188;0;0;1;82;1;Wednesday;Backstage
16908;2023-11-16_09-14-08_UTC;user149;M;48890;1;81;0;141;6;0;1;105;0;Thursday;Offstage
16909;2023-11-16_22-00-27_UTC;user149;M;48890;1;81;0;107;0;0;1;1511;1;Thursday;Backstage
16910;2023-11-17_00-28-09_UTC;user149;M;48890;1;80;0;250;22;0;1;313;0;Friday;Offstage
16911;2023-11-17_14-31-52_UTC;user149;M;48890;1;80;0;112;1;0;1;160;1;Friday;Backstage
16912;2023-11-17_22-00-39_UTC;user149;M;48890;1;80;0;112;0;0;1;58;1;Friday;Frontstage
16913;2023-11-17_22-03-30_UTC;user149;M;48890;1;80;0;429;9;0;1;179;1;Friday;Frontstage
16914;2023-11-18_10-19-03_UTC;user149;M;48890;1;79;0;61;0;0;1;690;10;Saturday;Offstage
16915;2023-11-18_11-24-49_UTC;user149;M;48890;1;79;0;664;1;0;1;227;1;Saturday;Frontstage
16916;2023-11-18_22-03-18_UTC;user149;M;48890;1;79;1;357;4;1;5;1511;1;Saturday;Frontstage
16917;2023-11-19_16-03-44_UTC;user149;M;48890;1;78;1;724;1;0;1;1548;1;Sunday;Frontstage
16918;2023-11-19_21-43-15_UTC;user149;M;48890;1;78;0;178;0;0;1;43;1;Sunday;Backstage
16919;2023-11-19_22-03-08_UTC;user149;M;48890;1;78;1;1099;0;1;4;1511;1;Sunday;Backstage
16920;2023-11-20_03-24-47_UTC;user149;M;48890;1;77;0;88;0;0;1;156;0;Monday;Offstage
16921;2023-11-20_07-28-37_UTC;user149;M;48890;1;77;1;285;8;0;1;1331;1;Monday;Frontstage
16922;2023-11-20_13-09-18_UTC;user149;M;48890;1;77;0;261;0;0;1;709;1;Monday;Backstage
16923;2023-11-20_16-13-09_UTC;user149;M;48890;1;77;1;117;0;1;4;1097;1;Monday;Frontstage
16924;2023-11-20_22-03-13_UTC;user149;M;48890;1;77;1;696;1;0;1;1513;1;Monday;Frontstage
16925;2023-11-21_07-26-33_UTC;user149;M;48890;1;76;1;168;0;0;1;96;1;Tuesday;Frontstage
16926;2023-11-21_10-56-08_UTC;user149;M;48890;1;76;1;1028;5;0;1;85;1;Tuesday;Backstage
16927;2023-11-21_11-06-21_UTC;user149;M;48890;1;76;1;1914;8;0;1;54;1;Tuesday;Backstage
16928;2023-11-21_11-14-26_UTC;user149;M;48890;1;76;1;380;0;0;1;131;1;Tuesday;Frontstage
16929;2023-11-21_16-38-04_UTC;user149;M;48890;1;76;1;443;2;0;1;157;1;Tuesday;Frontstage
16930;2023-11-21_22-00-57_UTC;user149;M;48890;1;76;0;462;1;0;1;1543;1;Tuesday;Backstage
16931;2023-11-22_22-03-37_UTC;user149;M;48890;1;75;1;512;0;0;1;1513;1;Wednesday;Frontstage
16932;2023-11-23_02-24-19_UTC;user149;M;48890;1;74;0;125;0;0;1;1111;1;Thursday;Frontstage
16933;2023-11-23_14-56-51_UTC;user149;M;48890;1;74;0;96;3;0;1;449;2;Thursday;Frontstage
16934;2023-11-23_15-33-19_UTC;user149;M;48890;1;74;1;1098;11;0;1;1559;1;Thursday;Backstage
16935;2023-11-23_22-03-08_UTC;user149;M;48890;1;74;1;484;1;0;1;1511;1;Thursday;Frontstage
16936;2023-11-24_01-01-40_UTC;user149;M;48890;1;73;1;162;2;0;1;141;0;Friday;Offstage
16937;2023-11-24_22-03-08_UTC;user149;M;48890;1;73;1;547;2;0;1;1511;1;Friday;Backstage
16938;2023-11-25_03-59-10_UTC;user149;M;48890;1;72;1;290;0;0;1;42;1;Saturday;Backstage
16939;2023-11-25_04-00-19_UTC;user149;M;48890;1;72;0;217;0;0;1;42;1;Saturday;Frontstage
16940;2023-11-25_07-50-45_UTC;user149;M;48890;1;72;0;595;12;1;5;326;1;Saturday;Backstage
16941;2023-11-25_22-00-31_UTC;user149;M;48890;1;72;0;83;0;0;1;319;0;Saturday;Offstage
16942;2023-11-26_03-47-27_UTC;user149;M;48890;1;71;1;398;12;0;1;52;1;Sunday;Backstage
16943;2023-11-26_21-22-22_UTC;user149;M;48890;1;71;0;98;0;0;1;126;0;Sunday;Offstage
16944;2023-11-26_22-03-16_UTC;user149;M;48890;1;71;1;269;1;1;3;56;1;Sunday;Frontstage
16945;2023-11-27_21-21-42_UTC;user149;M;48890;1;70;0;109;3;0;1;285;0;Monday;Offstage
16946;2023-11-27_22-03-14_UTC;user149;M;48890;1;70;1;1104;3;0;1;1511;1;Monday;Backstage
16947;2023-11-28_00-42-05_UTC;user149;M;48890;1;69;1;121;2;0;1;83;0;Tuesday;Backstage
16948;2023-11-28_07-10-03_UTC;user149;M;48890;1;69;0;143;0;0;1;155;1;Tuesday;Offstage
16949;2023-11-28_16-44-12_UTC;user149;M;48890;1;69;0;178;3;0;1;289;1;Tuesday;Backstage
16950;2023-11-28_22-01-22_UTC;user149;M;48890;1;69;0;185;1;1;3;1511;1;Tuesday;Frontstage
16951;2023-11-28_23-49-54_UTC;user149;M;48890;1;69;1;1097;6;0;1;63;1;Tuesday;Frontstage
16952;2023-11-29_04-19-22_UTC;user149;M;48890;1;68;0;1078;39;0;1;106;1;Wednesday;Backstage
16953;2023-11-29_22-01-00_UTC;user149;M;48890;1;68;0;121;1;1;3;1513;1;Wednesday;Frontstage
16954;2023-11-30_06-47-53_UTC;user149;M;48890;1;67;0;525;38;0;1;347;1;Thursday;Backstage
16955;2023-11-30_11-10-44_UTC;user149;M;48890;1;67;0;184;9;1;3;88;1;Thursday;Offstage
16956;2023-11-30_22-03-18_UTC;user149;M;48890;1;67;1;343;0;0;1;1513;1;Thursday;Frontstage
16957;2023-11-30_23-41-35_UTC;user149;M;48890;1;67;0;519;12;0;1;160;1;Thursday;Backstage
16958;2023-12-01_00-55-45_UTC;user149;M;48890;1;66;0;358;5;0;1;255;1;Friday;Backstage
16959;2023-12-01_01-05-45_UTC;user149;M;48890;1;66;0;240;4;1;4;123;1;Friday;Backstage
16960;2023-12-01_01-48-51_UTC;user149;M;48890;1;66;1;58;2;1;4;331;0;Friday;Backstage
16961;2023-12-01_11-16-40_UTC;user149;M;48890;1;66;0;170;1;0;1;77;1;Friday;Backstage
16962;2023-12-01_22-00-29_UTC;user149;M;48890;1;66;0;64;0;0;1;1511;0;Friday;Offstage
16963;2023-12-01_23-08-54_UTC;user149;M;48890;1;66;0;182;5;0;1;133;1;Friday;Backstage
16964;2023-12-02_02-37-25_UTC;user149;M;48890;1;65;0;126;0;1;3;51;1;Saturday;Frontstage
16965;2023-12-02_03-58-47_UTC;user149;M;48890;1;65;1;331;2;1;7;64;1;Saturday;Frontstage
16966;2023-12-02_04-10-03_UTC;user149;M;48890;1;65;0;325;0;0;1;52;1;Saturday;Frontstage
16967;2023-12-02_04-11-26_UTC;user149;M;48890;1;65;1;537;4;1;2;106;1;Saturday;Frontstage
16968;2023-12-02_04-27-30_UTC;user149;M;48890;1;65;1;227;5;0;1;78;1;Saturday;Frontstage
16969;2023-12-02_05-20-13_UTC;user149;M;48890;1;65;1;84;0;0;1;137;1;Saturday;Frontstage
16970;2023-12-02_06-04-58_UTC;user149;M;48890;1;65;1;92;0;0;1;131;0;Saturday;Frontstage
16971;2023-12-02_06-10-17_UTC;user149;M;48890;1;65;1;156;1;0;1;112;0;Saturday;Frontstage
16972;2023-12-02_08-52-01_UTC;user149;M;48890;1;65;0;148;1;0;1;301;1;Saturday;Backstage
16973;2023-12-02_16-48-50_UTC;user149;M;48890;1;65;0;115;0;1;6;516;1;Saturday;Frontstage
16974;2023-12-02_18-10-25_UTC;user149;M;48890;1;65;0;124;1;1;6;58;1;Saturday;Backstage
16975;2023-12-02_22-00-15_UTC;user149;M;48890;1;65;0;62;0;0;1;314;0;Saturday;Frontstage
16976;2023-12-02_22-19-58_UTC;user149;M;48890;1;65;1;144;4;0;1;262;1;Saturday;Frontstage
16977;2023-12-02_23-18-06_UTC;user149;M;48890;1;65;0;305;4;0;1;250;1;Saturday;Frontstage
16978;2023-12-03_01-51-04_UTC;user149;M;48890;1;64;0;73;0;1;10;132;1;Sunday;Frontstage
16979;2023-12-03_04-09-29_UTC;user149;M;48890;1;64;1;1221;28;0;1;110;1;Sunday;Backstage
16980;2023-12-03_04-37-00_UTC;user149;M;48890;1;64;1;166;1;0;1;163;1;Sunday;Frontstage
16981;2023-12-03_07-56-37_UTC;user149;M;48890;1;64;1;721;8;0;1;184;1;Sunday;Frontstage
16982;2023-12-03_20-00-46_UTC;user149;M;48890;1;64;0;950;68;0;1;2;0;Sunday;Offstage
16983;2023-12-03_23-54-36_UTC;user149;M;48890;1;64;1;309;2;0;1;70;1;Sunday;Frontstage
16984;2023-12-04_00-25-20_UTC;user149;M;48890;1;63;1;193;0;0;1;182;2;Monday;Offstage
16985;2023-12-04_05-55-56_UTC;user149;M;48890;1;63;1;577;2;0;1;46;1;Monday;Frontstage
16986;2023-12-04_19-00-25_UTC;user149;M;48890;1;63;0;580;5;0;1;619;4;Monday;Backstage
16987;2023-12-04_22-00-32_UTC;user149;M;48890;1;63;0;396;2;1;5;1511;1;Monday;Backstage
16988;2023-12-04_23-07-57_UTC;user149;M;48890;1;63;1;129;0;0;1;113;1;Monday;Frontstage
16989;2023-12-05_00-58-41_UTC;user149;M;48890;1;62;0;1153;8;0;1;152;1;Tuesday;Frontstage
16990;2023-12-05_02-08-31_UTC;user149;M;48890;1;62;0;160;2;1;3;286;1;Tuesday;Backstage
16991;2023-12-05_08-26-56_UTC;user149;M;48890;1;62;0;348;0;0;1;97;1;Tuesday;Frontstage
16992;2023-12-05_19-30-09_UTC;user149;M;48890;1;62;1;75;3;1;10;243;10;Tuesday;Offstage
16993;2023-12-05_21-32-23_UTC;user149;M;48890;1;62;0;263;4;0;1;211;1;Tuesday;Backstage
16994;2023-12-05_22-00-30_UTC;user149;M;48890;1;62;0;148;1;1;10;312;0;Tuesday;Offstage
16995;2023-12-05_22-39-28_UTC;user149;M;48890;1;62;1;890;2;0;1;79;1;Tuesday;Frontstage
16996;2023-12-06_03-04-50_UTC;user149;M;48890;1;61;0;118;5;0;1;163;1;Wednesday;Frontstage
16997;2023-12-06_04-26-04_UTC;user149;M;48890;1;61;1;376;6;1;8;103;1;Wednesday;Frontstage
16998;2023-12-06_04-48-40_UTC;user149;M;48890;1;61;1;117;0;0;1;44;1;Wednesday;Frontstage
16999;2023-12-06_05-12-34_UTC;user149;M;48890;1;61;0;307;5;0;1;280;1;Wednesday;Backstage
17000;2023-12-06_05-41-29_UTC;user149;M;48890;1;61;1;277;5;1;5;39;0;Wednesday;Backstage
17001;2023-12-06_22-15-38_UTC;user149;M;48890;1;61;0;143;4;0;1;205;0;Wednesday;Frontstage
17002;2023-12-06_23-39-47_UTC;user149;M;48890;1;61;1;155;4;1;10;712;1;Wednesday;Frontstage
17003;2023-12-07_01-38-53_UTC;user149;M;48890;1;60;0;178;0;0;1;30;1;Thursday;Backstage
17004;2023-12-07_02-41-59_UTC;user149;M;48890;1;60;0;305;10;0;1;1274;1;Thursday;Frontstage
17005;2023-12-07_18-20-38_UTC;user149;M;48890;1;60;1;195;0;0;1;151;1;Thursday;Frontstage
17006;2023-12-07_22-00-29_UTC;user149;M;48890;1;60;0;151;1;0;1;296;0;Thursday;Offstage
17007;2023-12-08_18-56-23_UTC;user149;M;48890;1;59;0;158;1;0;1;68;0;Friday;Offstage
17008;2023-12-08_22-00-28_UTC;user149;M;48890;1;59;0;82;0;1;2;331;0;Friday;Offstage
17009;2023-12-09_04-52-31_UTC;user149;M;48890;1;58;1;316;8;0;1;199;1;Saturday;Frontstage
17010;2023-12-10_00-44-45_UTC;user149;M;48890;1;57;1;229;8;0;1;136;0;Sunday;Backstage
17011;2023-12-10_03-44-12_UTC;user149;M;48890;1;57;0;233;1;0;1;201;1;Sunday;Frontstage
17012;2023-12-10_07-42-00_UTC;user149;M;48890;1;57;1;105;0;1;3;159;1;Sunday;Backstage
17013;2023-12-11_00-04-47_UTC;user149;M;48890;1;56;1;880;7;0;1;85;1;Monday;Backstage
17014;2023-12-11_00-43-44_UTC;user149;M;48890;1;56;0;64;0;0;1;77;1;Monday;Frontstage
17015;2023-12-11_01-13-23_UTC;user149;M;48890;1;56;0;77;0;0;1;79;1;Monday;Frontstage
17016;2023-12-11_01-57-52_UTC;user149;M;48890;1;56;1;768;6;1;4;62;0;Monday;Backstage
17017;2023-12-11_02-05-24_UTC;user149;M;48890;1;56;0;151;0;0;1;131;1;Monday;Backstage
17018;2023-12-11_02-26-26_UTC;user149;M;48890;1;56;1;599;0;1;6;97;0;Monday;Frontstage
17019;2023-12-11_05-26-31_UTC;user149;M;48890;1;56;0;234;3;0;1;176;1;Monday;Backstage
17020;2023-12-11_08-06-18_UTC;user149;M;48890;1;56;0;97;0;0;1;2200;1;Monday;Frontstage
17021;2023-12-11_08-19-23_UTC;user149;M;48890;1;56;0;229;2;1;3;115;1;Monday;Frontstage
17022;2023-12-11_10-01-49_UTC;user149;M;48890;1;56;1;518;0;1;3;70;1;Monday;Frontstage
17023;2023-12-11_10-04-41_UTC;user149;M;48890;1;56;1;866;20;0;1;62;1;Monday;Frontstage
17024;2023-12-11_10-04-49_UTC;user149;M;48890;1;56;0;296;0;0;1;125;1;Monday;Frontstage
17025;2023-12-12_03-40-41_UTC;user149;M;48890;1;55;1;136;3;0;1;256;1;Tuesday;Backstage
17026;2023-12-12_04-51-49_UTC;user149;M;48890;1;55;1;440;1;0;1;58;1;Tuesday;Frontstage
17027;2023-12-12_06-53-20_UTC;user149;M;48890;1;55;1;151;5;0;1;266;1;Tuesday;Frontstage
17028;2023-12-12_10-57-25_UTC;user149;M;48890;1;55;1;104;3;0;1;233;2;Tuesday;Frontstage
17029;2023-12-13_00-31-51_UTC;user149;M;48890;1;54;0;102;2;0;1;91;0;Wednesday;Offstage
17030;2023-12-13_04-27-49_UTC;user149;M;48890;1;54;1;116;3;0;1;82;1;Wednesday;Backstage
17031;2023-12-13_19-55-43_UTC;user149;M;48890;1;54;0;293;9;0;1;111;1;Wednesday;Backstage
17032;2023-12-13_22-46-42_UTC;user149;M;48890;1;54;0;132;3;0;1;416;4;Wednesday;Frontstage
17033;2023-12-13_23-16-42_UTC;user149;M;48890;1;54;0;93;3;1;6;810;1;Wednesday;Frontstage
17034;2023-12-14_01-30-16_UTC;user149;M;48890;1;53;0;281;1;1;7;807;1;Thursday;Frontstage
17035;2023-12-14_02-32-40_UTC;user149;M;48890;1;53;1;962;7;0;1;387;1;Thursday;Backstage
17036;2023-12-14_05-29-31_UTC;user149;M;48890;1;53;0;126;1;0;1;303;1;Thursday;Backstage
17037;2023-12-14_07-15-11_UTC;user149;M;48890;1;53;0;78;1;0;1;813;1;Thursday;Backstage
17038;2023-12-14_18-55-14_UTC;user149;M;48890;1;53;0;97;0;0;1;158;0;Thursday;Offstage
17039;2023-12-15_00-47-23_UTC;user149;M;48890;1;52;1;257;12;0;1;147;0;Friday;Frontstage
17040;2023-12-15_01-05-16_UTC;user149;M;48890;1;52;0;60;2;0;1;810;1;Friday;Frontstage
17041;2023-12-15_04-34-47_UTC;user149;M;48890;1;52;1;96;1;0;1;172;1;Friday;Backstage
17042;2023-12-15_06-05-27_UTC;user149;M;48890;1;52;1;193;4;0;1;168;1;Friday;Frontstage
17043;2023-12-15_06-22-23_UTC;user149;M;48890;1;52;1;452;6;0;1;62;1;Friday;Backstage
17044;2023-12-15_08-56-51_UTC;user149;M;48890;1;52;1;136;0;0;1;31;1;Friday;Backstage
17045;2023-12-15_20-15-15_UTC;user149;M;48890;1;52;0;417;6;0;1;309;2;Friday;Backstage
17046;2023-12-15_21-30-20_UTC;user149;M;48890;1;52;0;72;2;0;1;808;1;Friday;Frontstage
17047;2023-12-15_22-02-11_UTC;user149;M;48890;1;52;0;313;5;0;1;119;2;Friday;Backstage
17048;2023-12-16_01-29-04_UTC;user149;M;48890;1;51;1;102;4;0;1;215;0;Saturday;Backstage
17049;2023-12-16_02-00-22_UTC;user149;M;48890;1;51;0;91;0;0;1;160;0;Saturday;Offstage
17050;2023-12-16_03-56-56_UTC;user149;M;48890;1;51;1;1682;5;0;1;74;1;Saturday;Frontstage
17051;2023-12-16_05-19-07_UTC;user149;M;48890;1;51;1;322;2;0;1;69;1;Saturday;Backstage
17052;2023-12-16_06-00-27_UTC;user149;M;48890;1;51;1;461;4;0;1;54;1;Saturday;Backstage
17053;2023-12-16_06-05-43_UTC;user149;M;48890;1;51;1;167;2;0;1;103;1;Saturday;Frontstage
17054;2023-12-16_06-39-15_UTC;user149;M;48890;1;51;1;952;4;0;1;50;1;Saturday;Backstage
17055;2023-12-16_06-54-36_UTC;user149;M;48890;1;51;1;907;8;0;1;102;1;Saturday;Backstage
17056;2023-12-16_07-14-29_UTC;user149;M;48890;1;51;1;159;0;0;1;61;1;Saturday;Frontstage
17057;2023-12-16_09-13-30_UTC;user149;M;48890;1;51;0;187;1;0;1;115;1;Saturday;Frontstage
17058;2023-12-16_09-53-30_UTC;user149;M;48890;1;51;1;941;6;0;1;77;1;Saturday;Frontstage
17059;2023-12-16_11-29-07_UTC;user149;M;48890;1;51;0;154;1;0;1;420;1;Saturday;Backstage
17060;2023-12-16_11-37-30_UTC;user149;M;48890;1;51;1;741;1;1;4;76;1;Saturday;Frontstage
17061;2023-12-16_16-27-28_UTC;user149;M;48890;1;51;1;472;3;0;1;34;1;Saturday;Frontstage
17062;2023-12-16_17-53-54_UTC;user149;M;48890;1;51;0;82;1;0;1;244;2;Saturday;Frontstage
17063;2023-12-16_21-22-44_UTC;user149;M;48890;1;51;1;492;7;1;3;99;1;Saturday;Frontstage
17064;2023-12-16_23-10-19_UTC;user149;M;48890;1;51;0;80;0;0;1;810;1;Saturday;Frontstage
17065;2023-12-17_04-26-40_UTC;user149;M;48890;1;50;1;184;0;0;1;35;1;Sunday;Frontstage
17066;2023-12-17_05-25-28_UTC;user149;M;48890;1;50;1;544;4;0;1;44;1;Sunday;Backstage
17067;2023-12-17_05-37-41_UTC;user149;M;48890;1;50;1;629;1;0;1;64;1;Sunday;Frontstage
17068;2023-12-17_06-14-47_UTC;user149;M;48890;1;50;1;1075;8;0;1;112;1;Sunday;Frontstage
17069;2023-12-17_06-51-56_UTC;user149;M;48890;1;50;1;320;3;0;1;58;1;Sunday;Frontstage
